ConfirmedCases,Country/Region,Date,Fatalities,ForecastId,Id,Lat,Long,Province/State,Place,Day,Cases/day,Fatals/day,Cases yesterday,Cases last week,Cases 2weeks ago,Cases 3weeks ago,Fatals yesterday,Fatals last week,Fatals 2weeks ago,Fatals 3weeks ago,Days since 1st case,Days since 10th case,Days since 100th case,Days since 1st fatal,Days since 10th fatal,Days since 100th fatal,Smoking rate,Nominal GDP,GDP based on PPP,GDP per capita,GDP based on PPP share of world total,Unemployment rate,Population,Life expectancy,Population density,Median age,Urban population %,Hospital beds,Sex ratio,Death rate from lung diseases
0.0,Afghanistan,2020-02-01,0.0,,11.0,33.0,65.0,,Afghanistan,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-02,0.0,,12.0,33.0,65.0,,Afghanistan,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-03,0.0,,13.0,33.0,65.0,,Afghanistan,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-04,0.0,,14.0,33.0,65.0,,Afghanistan,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-05,0.0,,15.0,33.0,65.0,,Afghanistan,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-06,0.0,,16.0,33.0,65.0,,Afghanistan,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-07,0.0,,17.0,33.0,65.0,,Afghanistan,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-08,0.0,,18.0,33.0,65.0,,Afghanistan,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-09,0.0,,19.0,33.0,65.0,,Afghanistan,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-10,0.0,,20.0,33.0,65.0,,Afghanistan,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-11,0.0,,21.0,33.0,65.0,,Afghanistan,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-12,0.0,,22.0,33.0,65.0,,Afghanistan,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-13,0.0,,23.0,33.0,65.0,,Afghanistan,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-14,0.0,,24.0,33.0,65.0,,Afghanistan,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-15,0.0,,25.0,33.0,65.0,,Afghanistan,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-16,0.0,,26.0,33.0,65.0,,Afghanistan,26,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-17,0.0,,27.0,33.0,65.0,,Afghanistan,27,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-18,0.0,,28.0,33.0,65.0,,Afghanistan,28,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-19,0.0,,29.0,33.0,65.0,,Afghanistan,29,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-20,0.0,,30.0,33.0,65.0,,Afghanistan,30,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-21,0.0,,31.0,33.0,65.0,,Afghanistan,31,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-22,0.0,,32.0,33.0,65.0,,Afghanistan,32,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Afghanistan,2020-02-23,0.0,,33.0,33.0,65.0,,Afghanistan,33,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
1.0,Afghanistan,2020-02-24,0.0,,34.0,33.0,65.0,,Afghanistan,34,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
1.0,Afghanistan,2020-02-25,0.0,,35.0,33.0,65.0,,Afghanistan,35,0,0,1.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
1.0,Afghanistan,2020-02-26,0.0,,36.0,33.0,65.0,,Afghanistan,36,0,0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
1.0,Afghanistan,2020-02-27,0.0,,37.0,33.0,65.0,,Afghanistan,37,0,0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
1.0,Afghanistan,2020-02-28,0.0,,38.0,33.0,65.0,,Afghanistan,38,0,0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,4,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
1.0,Afghanistan,2020-02-29,0.0,,39.0,33.0,65.0,,Afghanistan,39,0,0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
1.0,Afghanistan,2020-03-01,0.0,,40.0,33.0,65.0,,Afghanistan,40,0,0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,6,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
1.0,Afghanistan,2020-03-02,0.0,,41.0,33.0,65.0,,Afghanistan,41,0,0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,7,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
1.0,Afghanistan,2020-03-03,0.0,,42.0,33.0,65.0,,Afghanistan,42,0,0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,8,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
1.0,Afghanistan,2020-03-04,0.0,,43.0,33.0,65.0,,Afghanistan,43,0,0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,9,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
1.0,Afghanistan,2020-03-05,0.0,,44.0,33.0,65.0,,Afghanistan,44,0,0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,10,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
1.0,Afghanistan,2020-03-06,0.0,,45.0,33.0,65.0,,Afghanistan,45,0,0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,11,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
1.0,Afghanistan,2020-03-07,0.0,,46.0,33.0,65.0,,Afghanistan,46,0,0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,12,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
4.0,Afghanistan,2020-03-08,0.0,,47.0,33.0,65.0,,Afghanistan,47,3,0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,13,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
4.0,Afghanistan,2020-03-09,0.0,,48.0,33.0,65.0,,Afghanistan,48,0,0,3.0,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,14,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
5.0,Afghanistan,2020-03-10,0.0,,49.0,33.0,65.0,,Afghanistan,49,1,0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,15,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
7.0,Afghanistan,2020-03-11,0.0,,50.0,33.0,65.0,,Afghanistan,50,2,0,1.0,0.5714285714285714,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,16,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
7.0,Afghanistan,2020-03-12,0.0,,51.0,33.0,65.0,,Afghanistan,51,0,0,2.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,17,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
7.0,Afghanistan,2020-03-13,0.0,,52.0,33.0,65.0,,Afghanistan,52,0,0,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,18,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
11.0,Afghanistan,2020-03-14,0.0,,53.0,33.0,65.0,,Afghanistan,53,4,0,0.0,0.8571428571428571,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,19,0,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
16.0,Afghanistan,2020-03-15,0.0,,54.0,33.0,65.0,,Afghanistan,54,5,0,4.0,1.4285714285714286,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,20,1,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
21.0,Afghanistan,2020-03-16,0.0,,55.0,33.0,65.0,,Afghanistan,55,5,0,5.0,1.7142857142857142,0.42857142857142855,0.14285714285714285,0.0,0.0,0.0,0.0,21,2,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
22.0,Afghanistan,2020-03-17,0.0,,56.0,33.0,65.0,,Afghanistan,56,1,0,5.0,2.4285714285714284,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,22,3,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
22.0,Afghanistan,2020-03-18,0.0,,57.0,33.0,65.0,,Afghanistan,57,0,0,1.0,2.4285714285714284,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,23,4,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
22.0,Afghanistan,2020-03-19,0.0,,58.0,33.0,65.0,,Afghanistan,58,0,0,0.0,2.142857142857143,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,24,5,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
24.0,Afghanistan,2020-03-20,0.0,,59.0,33.0,65.0,,Afghanistan,59,2,0,0.0,2.142857142857143,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,25,6,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
24.0,Afghanistan,2020-03-21,0.0,,60.0,33.0,65.0,,Afghanistan,60,0,0,2.0,2.4285714285714284,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,26,7,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
40.0,Afghanistan,2020-03-22,1.0,,61.0,33.0,65.0,,Afghanistan,61,16,1,0.0,1.8571428571428572,1.4285714285714286,0.0,0.0,0.0,0.0,0.0,27,8,0,0,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
40.0,Afghanistan,2020-03-23,1.0,,62.0,33.0,65.0,,Afghanistan,62,0,0,16.0,3.4285714285714284,1.7142857142857142,0.42857142857142855,1.0,0.14285714285714285,0.0,0.0,28,9,0,1,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
74.0,Afghanistan,2020-03-24,1.0,,63.0,33.0,65.0,,Afghanistan,63,34,0,0.0,2.7142857142857144,2.4285714285714284,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,29,10,0,2,0,0,20.4755174405242,18.734,76.486,513.108,0.054,,36.51,64.5,60.0,18.0,25.0,0.5,1.03,37.62
0.0,Albania,2020-01-22,0.0,,94.0,41.1533,20.1683,,Albania,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-01-23,0.0,,95.0,41.1533,20.1683,,Albania,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-01-24,0.0,,96.0,41.1533,20.1683,,Albania,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-01-25,0.0,,97.0,41.1533,20.1683,,Albania,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-01-26,0.0,,98.0,41.1533,20.1683,,Albania,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-01-27,0.0,,99.0,41.1533,20.1683,,Albania,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-01-28,0.0,,100.0,41.1533,20.1683,,Albania,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-01-29,0.0,,101.0,41.1533,20.1683,,Albania,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-01-30,0.0,,102.0,41.1533,20.1683,,Albania,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-01-31,0.0,,103.0,41.1533,20.1683,,Albania,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-02-01,0.0,,104.0,41.1533,20.1683,,Albania,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-02-02,0.0,,105.0,41.1533,20.1683,,Albania,12,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-02-03,0.0,,106.0,41.1533,20.1683,,Albania,13,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-02-04,0.0,,107.0,41.1533,20.1683,,Albania,14,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-02-05,0.0,,108.0,41.1533,20.1683,,Albania,15,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-02-06,0.0,,109.0,41.1533,20.1683,,Albania,16,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-02-07,0.0,,110.0,41.1533,20.1683,,Albania,17,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-02-08,0.0,,111.0,41.1533,20.1683,,Albania,18,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-02-09,0.0,,112.0,41.1533,20.1683,,Albania,19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-02-10,0.0,,113.0,41.1533,20.1683,,Albania,20,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-02-11,0.0,,114.0,41.1533,20.1683,,Albania,21,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-02-12,0.0,,115.0,41.1533,20.1683,,Albania,22,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-02-13,0.0,,116.0,41.1533,20.1683,,Albania,23,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-02-14,0.0,,117.0,41.1533,20.1683,,Albania,24,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
0.0,Albania,2020-02-15,0.0,,118.0,41.1533,20.1683,,Albania,25,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,28.7,15.418,40.151,5372.74,0.028,13.719,2.87,78.5,105.0,36.0,63.0,2.9,0.98,11.67
